model,auc,precision,accuracy,n,n_p,n_n,week,feat_type,course
ensemble,0.785367269251462,0.6102306605994039,0.810009765625,20480,5296,15184,0,only,mythology
bn,0.83517367594646,0.34695068573096,0.7581268945332921,9567,1265,8302,3,appended,mythology
tree,0.816700199866121,0.643855776306107,0.90864429810808,9567,1265,8302,3,appended,mythology
ensemble,0.811392368903917,0.6536994660564449,0.909898609804536,9567,1265,8302,3,appended,mythology
bn,0.57392355038118,0.187949052906597,0.32,7400,1210,6190,5,appended,mythology
tree,0.812183740770905,0.7406392694063929,0.907702702702703,7400,1210,6190,5,appended,mythology
ensemble,0.7836773521675859,0.751279426816786,0.902837837837838,7400,1210,6190,5,appended,mythology
bn,0.8807948036689409,0.527633443552197,0.852297297297297,7400,1210,6190,5,only,mythology
tree,0.5,,0.8364864864864859,7400,1210,6190,5,only,mythology
ensemble,0.5,,0.8364864864864859,7400,1210,6190,5,only,mythology
bn,0.851748964930104,0.551752374713397,0.8054531085353,15184,3586,11598,1,appended,mythology
tree,0.79383164799362,0.658876050420168,0.843519494204426,15184,3586,11598,1,appended,mythology
ensemble,0.8052312181062429,0.6576758255608771,0.8462197049525819,15184,3586,11598,1,appended,mythology
bn,0.60555634898212,0.275094953879544,0.418391295071474,4687,1068,3619,8,appended,mythology
tree,0.8478038815117471,0.7185628742514971,0.881160657136761,4687,1068,3619,8,appended,mythology
ensemble,0.84480304737895,0.718103448275862,0.8800938766801791,4687,1068,3619,8,appended,mythology
bn,0.878829219517023,0.4102150537634411,0.8177705977382879,6190,794,5396,6,only,mythology
tree,0.857195039519898,0.5861111111111109,0.9017770597738292,6190,794,5396,6,only,mythology
ensemble,0.8531765296805359,0.589066918001885,0.902261712439418,6190,794,5396,6,only,mythology
bn,0.732405592061725,0.25768379641013,0.661753945855545,9567,1265,8302,3,sum,mythology
tree,0.5,,0.867774641998537,9567,1265,8302,3,sum,mythology
ensemble,0.5,,0.867774641998537,9567,1265,8302,3,sum,mythology
bn,0.854905394231237,0.565819861431871,0.820780883294218,4687,1068,3619,8,only,mythology
tree,0.826865958171241,0.668300653594771,0.860038404096437,4687,1068,3619,8,only,mythology
ensemble,0.8254385665334741,0.672185430463576,0.8608918284617031,4687,1068,3619,8,only,mythology
bn,0.56599533566239,0.146365616953852,0.294830371567044,6190,794,5396,6,appended,mythology
tree,0.839426490001923,0.7126865671641791,0.9269789983844908,6190,794,5396,6,appended,mythology
ensemble,0.811461470666769,0.730446927374302,0.925040387722132,6190,794,5396,6,appended,mythology
bn,0.8511656095484279,0.5500979112271539,0.8042676501580609,15184,3586,11598,1,only,mythology
tree,0.8158963644230831,0.639841380919058,0.8427950474183349,15184,3586,11598,1,only,mythology
ensemble,0.811448153406837,0.645323741007194,0.843651211801897,15184,3586,11598,1,only,mythology
bn,0.784759728849148,0.43370900341902,0.694876185458377,15184,3586,11598,1,sum,mythology
tree,0.543474570639187,0.6660649819494591,0.7759483667017908,15184,3586,11598,1,sum,mythology
ensemble,0.602027586732216,0.520610687022901,0.7691649104320339,15184,3586,11598,1,sum,mythology
bn,0.5,,0.74140625,20480,5296,15184,0,appended,mythology
tree,0.785367269251462,0.6102306605994039,0.810009765625,20480,5296,15184,0,appended,mythology
ensemble,0.785367269251462,0.6102306605994039,0.810009765625,20480,5296,15184,0,appended,mythology
bn,0.7350000983159,0.3894912427022521,0.6590569660763821,4687,1068,3619,8,sum,mythology
tree,0.5,,0.772135694474077,4687,1068,3619,8,sum,mythology
ensemble,0.383531362254767,0.0,0.5922765094943461,4687,1068,3619,8,sum,mythology
bn,0.8912676035237009,0.4298111281265949,0.8582269332690919,8302,902,7400,4,only,mythology
tree,0.847997692814766,0.564332247557003,0.91038304023127,8302,902,7400,4,only,mythology
ensemble,0.8391009468448491,0.565326633165829,0.91014213442544,8302,902,7400,4,only,mythology
bn,0.8564598982315351,0.4571428571428571,0.7935851008794621,11598,2031,9567,2,appended,mythology
tree,0.7680489107451619,0.6860068259385671,0.8812726332126228,11598,2031,9567,2,appended,mythology
ensemble,0.768108044346805,0.6815107102593011,0.8804104155888951,11598,2031,9567,2,appended,mythology
bn,0.7406117037214599,0.21982758620689705,0.656468320886533,8302,902,7400,4,sum,mythology
tree,0.5,,0.8913514815707059,8302,902,7400,4,sum,mythology
ensemble,0.283783783783784,0.0,0.505902192242833,8302,902,7400,4,sum,mythology
bn,0.86972751934626,0.46219512195122,0.84833281070346,9567,1265,8302,3,only,mythology
tree,0.8397314138314208,0.5589244851258579,0.8893069927877081,9567,1265,8302,3,only,mythology
ensemble,0.8226109618807029,0.564368517388652,0.889829622661231,9567,1265,8302,3,only,mythology
bn,0.8711898004881691,0.487927565392354,0.8166063114330059,11598,2031,9567,2,only,mythology
tree,0.822089611646633,0.6210743801652889,0.875409553371271,11598,2031,9567,2,only,mythology
ensemble,0.8210608722530469,0.6244778613199671,0.876271770994999,11598,2031,9567,2,only,mythology
bn,0.4861931575879029,0.20008972633467895,0.549705514902731,5603,1186,4417,5,sum,networks
tree,0.666835765234811,0.287484811664642,0.476173478493664,5603,1186,4417,5,sum,networks
ensemble,0.666835765234811,0.287484811664642,0.476173478493664,5603,1186,4417,5,sum,networks
bn,0.734934651826832,0.43177638837808,0.6951669743245511,11918,2891,9027,1,sum,networks
tree,0.559584285691678,0.582790091264668,0.7680818929350559,11918,2891,9027,1,sum,networks
ensemble,0.559584285691678,0.582790091264668,0.7680818929350559,11918,2891,9027,1,sum,networks
bn,0.864612481575923,0.449504337050805,0.797385620915033,9027,1503,7524,2,appended,networks
tree,0.843775367924438,0.601515151515152,0.8780325689597871,9027,1503,7524,2,appended,networks
ensemble,0.8401140303125809,0.605982465188241,0.8790295779328678,9027,1503,7524,2,appended,networks
bn,0.5,,0.7526840975116842,15834,3916,11918,0,appended,networks
tree,0.784612326210721,0.5679342633288741,0.7975874700012628,15834,3916,11918,0,appended,networks
ensemble,0.784612326210721,0.5679342633288741,0.7975874700012628,15834,3916,11918,0,appended,networks
bn,0.8635732432990791,0.433707865168539,0.8216374269005849,7524,1047,6477,3,appended,networks
tree,0.8170743468291809,0.6030844155844161,0.894603934077618,7524,1047,6477,3,appended,networks
ensemble,0.814257458505366,0.6069364161849711,0.8952684742158431,7524,1047,6477,3,appended,networks
bn,0.515768735771381,0.255162241887906,0.7290737105122259,5603,1186,4417,5,only,networks
tree,0.808693683495585,0.412378303198887,0.698375870069606,5603,1186,4417,5,only,networks
ensemble,0.808693683495585,0.412378303198887,0.698375870069606,5603,1186,4417,5,only,networks
bn,0.8256308172986708,0.5888780961631861,0.8188454438664209,11918,2891,9027,1,only,networks
tree,0.809127040646767,0.6247882552230379,0.8315992616210771,11918,2891,9027,1,only,networks
ensemble,0.8068583365549609,0.6246801251066251,0.831011914750797,11918,2891,9027,1,only,networks
bn,0.496719615039394,0.20308123249299695,0.712653935391754,5603,1186,4417,5,appended,networks
tree,0.844760833221025,0.475450081833061,0.7669105836159201,5603,1186,4417,5,appended,networks
ensemble,0.844760833221025,0.475450081833061,0.7669105836159201,5603,1186,4417,5,appended,networks
bn,0.5,,0.7526840975116842,15834,3916,11918,0,sum,networks
tree,0.784612326210721,0.5679342633288741,0.7975874700012628,15834,3916,11918,0,sum,networks
ensemble,0.784612326210721,0.5679342633288741,0.7975874700012628,15834,3916,11918,0,sum,networks
bn,0.8718794694738671,0.490309062336302,0.8559276980329609,7524,1047,6477,3,only,networks
tree,0.8311050386357192,0.569164265129683,0.8863636363636359,7524,1047,6477,3,only,networks
ensemble,0.821038561398433,0.5809160305343511,0.889021796916534,7524,1047,6477,3,only,networks
bn,0.8620868311224441,0.44478527607362,0.793619142572283,9027,1503,7524,2,only,networks
tree,0.826410178049006,0.5904613789528249,0.87216129389609,9027,1503,7524,2,only,networks
ensemble,0.822948202478615,0.595755968169761,0.8734906391935309,9027,1503,7524,2,only,networks
bn,0.8346434619045359,0.590272835112693,0.8212787380432959,11918,2891,9027,1,appended,networks
tree,0.8014855659778041,0.629542790152403,0.8315992616210771,11918,2891,9027,1,appended,networks
ensemble,0.811272531611515,0.6289682539682541,0.8337808357106898,11918,2891,9027,1,appended,networks
bn,0.744026699392284,0.303403493058665,0.638971972969979,9027,1503,7524,2,sum,networks
tree,0.519570508106594,0.406862745098039,0.829289908053617,9027,1503,7524,2,sum,networks
ensemble,0.518771070299592,0.419354838709677,0.8301761382519109,9027,1503,7524,2,sum,networks
bn,0.5,,0.7526840975116842,15834,3916,11918,0,only,networks
tree,0.784612326210721,0.5679342633288741,0.7975874700012628,15834,3916,11918,0,only,networks
ensemble,0.784612326210721,0.5679342633288741,0.7975874700012628,15834,3916,11918,0,only,networks
bn,0.8764050886436701,0.533240027991603,0.87972826926046,6477,874,5603,4,only,networks
tree,0.8442552432886758,0.572750210260723,0.891770881580979,6477,874,5603,4,only,networks
ensemble,0.8421979725637341,0.5753191489361701,0.8923884514435699,6477,874,5603,4,only,networks
bn,0.597350287582943,0.16579333473066402,0.372703412073491,6477,874,5603,4,appended,networks
tree,0.8364675510953391,0.6012832263978001,0.899181719932067,6477,874,5603,4,appended,networks
ensemble,0.831208844885729,0.6069745523091421,0.900108074725953,6477,874,5603,4,appended,networks
bn,0.702713325927804,0.259198423127464,0.6660021265284419,7524,1047,6477,3,sum,networks
tree,0.504664289288127,0.393939393939394,0.8599149388623071,7524,1047,6477,3,sum,networks
